layer,sample_id,task_id,condition_name,cluster_label
0,extract_facts__care__variant_0,extract_facts,care,0
0,extract_facts__care__variant_1,extract_facts,care,0
0,extract_facts__care__variant_2,extract_facts,care,0
0,extract_facts__narrative_threat_control__variant_0,extract_facts,narrative_threat_control,0
0,extract_facts__narrative_threat_control__variant_1,extract_facts,narrative_threat_control,0
0,extract_facts__narrative_threat_control__variant_2,extract_facts,narrative_threat_control,0
0,extract_facts__neutral__variant_0,extract_facts,neutral,0
0,extract_facts__neutral__variant_1,extract_facts,neutral,0
0,extract_facts__neutral__variant_2,extract_facts,neutral,0
0,extract_facts__threat__variant_0,extract_facts,threat,0
0,extract_facts__threat__variant_1,extract_facts,threat,0
0,extract_facts__threat__variant_2,extract_facts,threat,0
0,identify_fallacy__care__variant_0,identify_fallacy,care,0
0,identify_fallacy__care__variant_1,identify_fallacy,care,0
0,identify_fallacy__care__variant_2,identify_fallacy,care,0
0,identify_fallacy__narrative_threat_control__variant_0,identify_fallacy,narrative_threat_control,0
0,identify_fallacy__narrative_threat_control__variant_1,identify_fallacy,narrative_threat_control,0
0,identify_fallacy__narrative_threat_control__variant_2,identify_fallacy,narrative_threat_control,0
0,identify_fallacy__neutral__variant_0,identify_fallacy,neutral,0
0,identify_fallacy__neutral__variant_1,identify_fallacy,neutral,0
0,identify_fallacy__neutral__variant_2,identify_fallacy,neutral,0
0,identify_fallacy__threat__variant_0,identify_fallacy,threat,0
0,identify_fallacy__threat__variant_1,identify_fallacy,threat,0
0,identify_fallacy__threat__variant_2,identify_fallacy,threat,0
0,logical_deduction__care__variant_0,logical_deduction,care,1
0,logical_deduction__care__variant_1,logical_deduction,care,1
0,logical_deduction__care__variant_2,logical_deduction,care,1
0,logical_deduction__narrative_threat_control__variant_0,logical_deduction,narrative_threat_control,1
0,logical_deduction__narrative_threat_control__variant_1,logical_deduction,narrative_threat_control,1
0,logical_deduction__narrative_threat_control__variant_2,logical_deduction,narrative_threat_control,1
0,logical_deduction__neutral__variant_0,logical_deduction,neutral,1
0,logical_deduction__neutral__variant_1,logical_deduction,neutral,1
0,logical_deduction__neutral__variant_2,logical_deduction,neutral,1
0,logical_deduction__threat__variant_0,logical_deduction,threat,1
0,logical_deduction__threat__variant_1,logical_deduction,threat,1
0,logical_deduction__threat__variant_2,logical_deduction,threat,1
0,summarize_paragraph__care__variant_0,summarize_paragraph,care,3
0,summarize_paragraph__care__variant_1,summarize_paragraph,care,3
0,summarize_paragraph__care__variant_2,summarize_paragraph,care,3
0,summarize_paragraph__narrative_threat_control__variant_0,summarize_paragraph,narrative_threat_control,3
0,summarize_paragraph__narrative_threat_control__variant_1,summarize_paragraph,narrative_threat_control,3
0,summarize_paragraph__narrative_threat_control__variant_2,summarize_paragraph,narrative_threat_control,3
0,summarize_paragraph__neutral__variant_0,summarize_paragraph,neutral,3
0,summarize_paragraph__neutral__variant_1,summarize_paragraph,neutral,3
0,summarize_paragraph__neutral__variant_2,summarize_paragraph,neutral,3
0,summarize_paragraph__threat__variant_0,summarize_paragraph,threat,3
0,summarize_paragraph__threat__variant_1,summarize_paragraph,threat,3
0,summarize_paragraph__threat__variant_2,summarize_paragraph,threat,3
1,arithmetic_reasoning__care__variant_0,arithmetic_reasoning,care,2
1,arithmetic_reasoning__care__variant_1,arithmetic_reasoning,care,2
1,arithmetic_reasoning__care__variant_2,arithmetic_reasoning,care,2
1,arithmetic_reasoning__narrative_threat_control__variant_0,arithmetic_reasoning,narrative_threat_control,2
1,arithmetic_reasoning__narrative_threat_control__variant_1,arithmetic_reasoning,narrative_threat_control,2
1,arithmetic_reasoning__narrative_threat_control__variant_2,arithmetic_reasoning,narrative_threat_control,2
1,arithmetic_reasoning__neutral__variant_0,arithmetic_reasoning,neutral,2
1,arithmetic_reasoning__neutral__variant_1,arithmetic_reasoning,neutral,2
1,arithmetic_reasoning__neutral__variant_2,arithmetic_reasoning,neutral,2
1,arithmetic_reasoning__threat__variant_0,arithmetic_reasoning,threat,2
1,arithmetic_reasoning__threat__variant_1,arithmetic_reasoning,threat,2
1,arithmetic_reasoning__threat__variant_2,arithmetic_reasoning,threat,2
1,classify_sentiment__care__variant_0,classify_sentiment,care,3
1,classify_sentiment__care__variant_1,classify_sentiment,care,3
1,classify_sentiment__care__variant_2,classify_sentiment,care,3
1,classify_sentiment__narrative_threat_control__variant_0,classify_sentiment,narrative_threat_control,3
1,classify_sentiment__narrative_threat_control__variant_1,classify_sentiment,narrative_threat_control,3
1,classify_sentiment__narrative_threat_control__variant_2,classify_sentiment,narrative_threat_control,3
1,classify_sentiment__neutral__variant_0,classify_sentiment,neutral,3
1,classify_sentiment__neutral__variant_1,classify_sentiment,neutral,3
1,classify_sentiment__neutral__variant_2,classify_sentiment,neutral,3
1,classify_sentiment__threat__variant_0,classify_sentiment,threat,3
1,classify_sentiment__threat__variant_1,classify_sentiment,threat,3
1,classify_sentiment__threat__variant_2,classify_sentiment,threat,3
1,compare_approaches__care__variant_0,compare_approaches,care,1
1,compare_approaches__care__variant_1,compare_approaches,care,1
1,compare_approaches__care__variant_2,compare_approaches,care,1
1,compare_approaches__narrative_threat_control__variant_0,compare_approaches,narrative_threat_control,1
1,compare_approaches__narrative_threat_control__variant_1,compare_approaches,narrative_threat_control,1
1,compare_approaches__narrative_threat_control__variant_2,compare_approaches,narrative_threat_control,1
1,compare_approaches__neutral__variant_0,compare_approaches,neutral,1
1,compare_approaches__neutral__variant_1,compare_approaches,neutral,1
1,compare_approaches__neutral__variant_2,compare_approaches,neutral,1
1,compare_approaches__threat__variant_0,compare_approaches,threat,1
1,compare_approaches__threat__variant_1,compare_approaches,threat,1
1,compare_approaches__threat__variant_2,compare_approaches,threat,1
1,estimate_quantity__care__variant_0,estimate_quantity,care,1
1,estimate_quantity__care__variant_1,estimate_quantity,care,1
1,estimate_quantity__care__variant_2,estimate_quantity,care,1
1,estimate_quantity__narrative_threat_control__variant_0,estimate_quantity,narrative_threat_control,1
1,estimate_quantity__narrative_threat_control__variant_1,estimate_quantity,narrative_threat_control,1
1,estimate_quantity__narrative_threat_control__variant_2,estimate_quantity,narrative_threat_control,1
1,estimate_quantity__neutral__variant_0,estimate_quantity,neutral,1
1,estimate_quantity__neutral__variant_1,estimate_quantity,neutral,1
1,estimate_quantity__neutral__variant_2,estimate_quantity,neutral,1
1,estimate_quantity__threat__variant_0,estimate_quantity,threat,1
1,estimate_quantity__threat__variant_1,estimate_quantity,threat,1
1,estimate_quantity__threat__variant_2,estimate_quantity,threat,1
1,extract_facts__care__variant_0,extract_facts,care,0
1,extract_facts__care__variant_1,extract_facts,care,0
1,extract_facts__care__variant_2,extract_facts,care,0
1,extract_facts__narrative_threat_control__variant_0,extract_facts,narrative_threat_control,0
1,extract_facts__narrative_threat_control__variant_1,extract_facts,narrative_threat_control,0
1,extract_facts__narrative_threat_control__variant_2,extract_facts,narrative_threat_control,0
1,extract_facts__neutral__variant_0,extract_facts,neutral,0
1,extract_facts__neutral__variant_1,extract_facts,neutral,0
1,extract_facts__neutral__variant_2,extract_facts,neutral,0
1,extract_facts__threat__variant_0,extract_facts,threat,0
1,extract_facts__threat__variant_1,extract_facts,threat,0
1,extract_facts__threat__variant_2,extract_facts,threat,0
1,identify_fallacy__care__variant_0,identify_fallacy,care,0
1,identify_fallacy__care__variant_1,identify_fallacy,care,0
1,identify_fallacy__care__variant_2,identify_fallacy,care,0
1,identify_fallacy__narrative_threat_control__variant_0,identify_fallacy,narrative_threat_control,0
1,identify_fallacy__narrative_threat_control__variant_1,identify_fallacy,narrative_threat_control,0
1,identify_fallacy__narrative_threat_control__variant_2,identify_fallacy,narrative_threat_control,0
1,identify_fallacy__neutral__variant_0,identify_fallacy,neutral,0
1,identify_fallacy__neutral__variant_1,identify_fallacy,neutral,0
1,identify_fallacy__neutral__variant_2,identify_fallacy,neutral,0
1,identify_fallacy__threat__variant_0,identify_fallacy,threat,0
1,identify_fallacy__threat__variant_1,identify_fallacy,threat,0
1,identify_fallacy__threat__variant_2,identify_fallacy,threat,0
1,logical_deduction__care__variant_0,logical_deduction,care,1
1,logical_deduction__care__variant_1,logical_deduction,care,1
1,logical_deduction__care__variant_2,logical_deduction,care,1
1,logical_deduction__narrative_threat_control__variant_0,logical_deduction,narrative_threat_control,1
1,logical_deduction__narrative_threat_control__variant_1,logical_deduction,narrative_threat_control,1
1,logical_deduction__narrative_threat_control__variant_2,logical_deduction,narrative_threat_control,1
1,logical_deduction__neutral__variant_0,logical_deduction,neutral,1
1,logical_deduction__neutral__variant_1,logical_deduction,neutral,1
1,logical_deduction__neutral__variant_2,logical_deduction,neutral,1
1,logical_deduction__threat__variant_0,logical_deduction,threat,1
1,logical_deduction__threat__variant_1,logical_deduction,threat,1
1,logical_deduction__threat__variant_2,logical_deduction,threat,1
1,summarize_paragraph__care__variant_0,summarize_paragraph,care,2
1,summarize_paragraph__care__variant_1,summarize_paragraph,care,2
1,summarize_paragraph__care__variant_2,summarize_paragraph,care,2
1,summarize_paragraph__narrative_threat_control__variant_0,summarize_paragraph,narrative_threat_control,2
1,summarize_paragraph__narrative_threat_control__variant_1,summarize_paragraph,narrative_threat_control,2
1,summarize_paragraph__narrative_threat_control__variant_2,summarize_paragraph,narrative_threat_control,2
1,summarize_paragraph__neutral__variant_0,summarize_paragraph,neutral,2
1,summarize_paragraph__neutral__variant_1,summarize_paragraph,neutral,2
1,summarize_paragraph__neutral__variant_2,summarize_paragraph,neutral,2
1,summarize_paragraph__threat__variant_0,summarize_paragraph,threat,2
1,summarize_paragraph__threat__variant_1,summarize_paragraph,threat,2
1,summarize_paragraph__threat__variant_2,summarize_paragraph,threat,2
2,arithmetic_reasoning__care__variant_0,arithmetic_reasoning,care,2
2,arithmetic_reasoning__care__variant_1,arithmetic_reasoning,care,2
2,arithmetic_reasoning__care__variant_2,arithmetic_reasoning,care,2
2,arithmetic_reasoning__narrative_threat_control__variant_0,arithmetic_reasoning,narrative_threat_control,2
2,arithmetic_reasoning__narrative_threat_control__variant_1,arithmetic_reasoning,narrative_threat_control,2
2,arithmetic_reasoning__narrative_threat_control__variant_2,arithmetic_reasoning,narrative_threat_control,2
2,arithmetic_reasoning__neutral__variant_0,arithmetic_reasoning,neutral,2
2,arithmetic_reasoning__neutral__variant_1,arithmetic_reasoning,neutral,2
2,arithmetic_reasoning__neutral__variant_2,arithmetic_reasoning,neutral,2
2,arithmetic_reasoning__threat__variant_0,arithmetic_reasoning,threat,2
2,arithmetic_reasoning__threat__variant_1,arithmetic_reasoning,threat,2
2,arithmetic_reasoning__threat__variant_2,arithmetic_reasoning,threat,2
2,classify_sentiment__care__variant_0,classify_sentiment,care,1
2,classify_sentiment__care__variant_1,classify_sentiment,care,1
2,classify_sentiment__care__variant_2,classify_sentiment,care,1
2,classify_sentiment__narrative_threat_control__variant_0,classify_sentiment,narrative_threat_control,1
2,classify_sentiment__narrative_threat_control__variant_1,classify_sentiment,narrative_threat_control,1
2,classify_sentiment__narrative_threat_control__variant_2,classify_sentiment,narrative_threat_control,1
2,classify_sentiment__neutral__variant_0,classify_sentiment,neutral,1
2,classify_sentiment__neutral__variant_1,classify_sentiment,neutral,1
2,classify_sentiment__neutral__variant_2,classify_sentiment,neutral,1
2,classify_sentiment__threat__variant_0,classify_sentiment,threat,1
2,classify_sentiment__threat__variant_1,classify_sentiment,threat,1
2,classify_sentiment__threat__variant_2,classify_sentiment,threat,1
2,compare_approaches__care__variant_0,compare_approaches,care,3
2,compare_approaches__care__variant_1,compare_approaches,care,3
2,compare_approaches__care__variant_2,compare_approaches,care,3
2,compare_approaches__narrative_threat_control__variant_0,compare_approaches,narrative_threat_control,3
2,compare_approaches__narrative_threat_control__variant_1,compare_approaches,narrative_threat_control,3
2,compare_approaches__narrative_threat_control__variant_2,compare_approaches,narrative_threat_control,3
2,compare_approaches__neutral__variant_0,compare_approaches,neutral,3
2,compare_approaches__neutral__variant_1,compare_approaches,neutral,3
2,compare_approaches__neutral__variant_2,compare_approaches,neutral,3
2,compare_approaches__threat__variant_0,compare_approaches,threat,3
2,compare_approaches__threat__variant_1,compare_approaches,threat,3
2,compare_approaches__threat__variant_2,compare_approaches,threat,3
2,estimate_quantity__care__variant_0,estimate_quantity,care,0
2,estimate_quantity__care__variant_1,estimate_quantity,care,0
2,estimate_quantity__care__variant_2,estimate_quantity,care,0
2,estimate_quantity__narrative_threat_control__variant_0,estimate_quantity,narrative_threat_control,0
2,estimate_quantity__narrative_threat_control__variant_1,estimate_quantity,narrative_threat_control,0
2,estimate_quantity__narrative_threat_control__variant_2,estimate_quantity,narrative_threat_control,0
2,estimate_quantity__neutral__variant_0,estimate_quantity,neutral,0
2,estimate_quantity__neutral__variant_1,estimate_quantity,neutral,0
2,estimate_quantity__neutral__variant_2,estimate_quantity,neutral,0
2,estimate_quantity__threat__variant_0,estimate_quantity,threat,0
2,estimate_quantity__threat__variant_1,estimate_quantity,threat,0
2,estimate_quantity__threat__variant_2,estimate_quantity,threat,0
2,extract_facts__care__variant_0,extract_facts,care,1
2,extract_facts__care__variant_1,extract_facts,care,1
2,extract_facts__care__variant_2,extract_facts,care,1
2,extract_facts__narrative_threat_control__variant_0,extract_facts,narrative_threat_control,1
2,extract_facts__narrative_threat_control__variant_1,extract_facts,narrative_threat_control,1
2,extract_facts__narrative_threat_control__variant_2,extract_facts,narrative_threat_control,1
2,extract_facts__neutral__variant_0,extract_facts,neutral,1
2,extract_facts__neutral__variant_1,extract_facts,neutral,1
2,extract_facts__neutral__variant_2,extract_facts,neutral,1
2,extract_facts__threat__variant_0,extract_facts,threat,1
2,extract_facts__threat__variant_1,extract_facts,threat,1
2,extract_facts__threat__variant_2,extract_facts,threat,1
2,identify_fallacy__care__variant_0,identify_fallacy,care,1
2,identify_fallacy__care__variant_1,identify_fallacy,care,1
2,identify_fallacy__care__variant_2,identify_fallacy,care,1
2,identify_fallacy__narrative_threat_control__variant_0,identify_fallacy,narrative_threat_control,1
2,identify_fallacy__narrative_threat_control__variant_1,identify_fallacy,narrative_threat_control,1
2,identify_fallacy__narrative_threat_control__variant_2,identify_fallacy,narrative_threat_control,1
2,identify_fallacy__neutral__variant_0,identify_fallacy,neutral,1
2,identify_fallacy__neutral__variant_1,identify_fallacy,neutral,1
2,identify_fallacy__neutral__variant_2,identify_fallacy,neutral,1
2,identify_fallacy__threat__variant_0,identify_fallacy,threat,1
2,identify_fallacy__threat__variant_1,identify_fallacy,threat,1
2,identify_fallacy__threat__variant_2,identify_fallacy,threat,1
2,logical_deduction__care__variant_0,logical_deduction,care,0
2,logical_deduction__care__variant_1,logical_deduction,care,0
2,logical_deduction__care__variant_2,logical_deduction,care,0
2,logical_deduction__narrative_threat_control__variant_0,logical_deduction,narrative_threat_control,0
2,logical_deduction__narrative_threat_control__variant_1,logical_deduction,narrative_threat_control,0
2,logical_deduction__narrative_threat_control__variant_2,logical_deduction,narrative_threat_control,0
2,logical_deduction__neutral__variant_0,logical_deduction,neutral,0
2,logical_deduction__neutral__variant_1,logical_deduction,neutral,0
2,logical_deduction__neutral__variant_2,logical_deduction,neutral,0
2,logical_deduction__threat__variant_0,logical_deduction,threat,0
2,logical_deduction__threat__variant_1,logical_deduction,threat,0
2,logical_deduction__threat__variant_2,logical_deduction,threat,0
2,summarize_paragraph__care__variant_0,summarize_paragraph,care,3
2,summarize_paragraph__care__variant_1,summarize_paragraph,care,3
2,summarize_paragraph__care__variant_2,summarize_paragraph,care,3
2,summarize_paragraph__narrative_threat_control__variant_0,summarize_paragraph,narrative_threat_control,3
2,summarize_paragraph__narrative_threat_control__variant_1,summarize_paragraph,narrative_threat_control,3
2,summarize_paragraph__narrative_threat_control__variant_2,summarize_paragraph,narrative_threat_control,3
2,summarize_paragraph__neutral__variant_0,summarize_paragraph,neutral,3
2,summarize_paragraph__neutral__variant_1,summarize_paragraph,neutral,3
2,summarize_paragraph__neutral__variant_2,summarize_paragraph,neutral,3
2,summarize_paragraph__threat__variant_0,summarize_paragraph,threat,3
2,summarize_paragraph__threat__variant_1,summarize_paragraph,threat,3
2,summarize_paragraph__threat__variant_2,summarize_paragraph,threat,3
3,arithmetic_reasoning__care__variant_0,arithmetic_reasoning,care,2
3,arithmetic_reasoning__care__variant_1,arithmetic_reasoning,care,2
3,arithmetic_reasoning__care__variant_2,arithmetic_reasoning,care,2
3,arithmetic_reasoning__narrative_threat_control__variant_0,arithmetic_reasoning,narrative_threat_control,2
3,arithmetic_reasoning__narrative_threat_control__variant_1,arithmetic_reasoning,narrative_threat_control,2
3,arithmetic_reasoning__narrative_threat_control__variant_2,arithmetic_reasoning,narrative_threat_control,2
3,arithmetic_reasoning__neutral__variant_0,arithmetic_reasoning,neutral,2
3,arithmetic_reasoning__neutral__variant_1,arithmetic_reasoning,neutral,2
3,arithmetic_reasoning__neutral__variant_2,arithmetic_reasoning,neutral,2
3,arithmetic_reasoning__threat__variant_0,arithmetic_reasoning,threat,2
3,arithmetic_reasoning__threat__variant_1,arithmetic_reasoning,threat,2
3,arithmetic_reasoning__threat__variant_2,arithmetic_reasoning,threat,2
3,classify_sentiment__care__variant_0,classify_sentiment,care,1
3,classify_sentiment__care__variant_1,classify_sentiment,care,1
3,classify_sentiment__care__variant_2,classify_sentiment,care,1
3,classify_sentiment__narrative_threat_control__variant_0,classify_sentiment,narrative_threat_control,1
3,classify_sentiment__narrative_threat_control__variant_1,classify_sentiment,narrative_threat_control,1
3,classify_sentiment__narrative_threat_control__variant_2,classify_sentiment,narrative_threat_control,1
3,classify_sentiment__neutral__variant_0,classify_sentiment,neutral,1
3,classify_sentiment__neutral__variant_1,classify_sentiment,neutral,1
3,classify_sentiment__neutral__variant_2,classify_sentiment,neutral,1
3,classify_sentiment__threat__variant_0,classify_sentiment,threat,1
3,classify_sentiment__threat__variant_1,classify_sentiment,threat,1
3,classify_sentiment__threat__variant_2,classify_sentiment,threat,1
3,compare_approaches__care__variant_0,compare_approaches,care,3
3,compare_approaches__care__variant_1,compare_approaches,care,3
3,compare_approaches__care__variant_2,compare_approaches,care,3
3,compare_approaches__narrative_threat_control__variant_0,compare_approaches,narrative_threat_control,3
3,compare_approaches__narrative_threat_control__variant_1,compare_approaches,narrative_threat_control,3
3,compare_approaches__narrative_threat_control__variant_2,compare_approaches,narrative_threat_control,3
3,compare_approaches__neutral__variant_0,compare_approaches,neutral,3
3,compare_approaches__neutral__variant_1,compare_approaches,neutral,3
3,compare_approaches__neutral__variant_2,compare_approaches,neutral,3
3,compare_approaches__threat__variant_0,compare_approaches,threat,3
3,compare_approaches__threat__variant_1,compare_approaches,threat,3
3,compare_approaches__threat__variant_2,compare_approaches,threat,3
3,estimate_quantity__care__variant_0,estimate_quantity,care,0
3,estimate_quantity__care__variant_1,estimate_quantity,care,0
3,estimate_quantity__care__variant_2,estimate_quantity,care,0
3,estimate_quantity__narrative_threat_control__variant_0,estimate_quantity,narrative_threat_control,0
3,estimate_quantity__narrative_threat_control__variant_1,estimate_quantity,narrative_threat_control,0
3,estimate_quantity__narrative_threat_control__variant_2,estimate_quantity,narrative_threat_control,0
3,estimate_quantity__neutral__variant_0,estimate_quantity,neutral,0
3,estimate_quantity__neutral__variant_1,estimate_quantity,neutral,0
3,estimate_quantity__neutral__variant_2,estimate_quantity,neutral,0
3,estimate_quantity__threat__variant_0,estimate_quantity,threat,0
3,estimate_quantity__threat__variant_1,estimate_quantity,threat,0
3,estimate_quantity__threat__variant_2,estimate_quantity,threat,0
3,extract_facts__care__variant_0,extract_facts,care,1
3,extract_facts__care__variant_1,extract_facts,care,1
3,extract_facts__care__variant_2,extract_facts,care,1
3,extract_facts__narrative_threat_control__variant_0,extract_facts,narrative_threat_control,1
3,extract_facts__narrative_threat_control__variant_1,extract_facts,narrative_threat_control,1
3,extract_facts__narrative_threat_control__variant_2,extract_facts,narrative_threat_control,1
3,extract_facts__neutral__variant_0,extract_facts,neutral,1
3,extract_facts__neutral__variant_1,extract_facts,neutral,1
3,extract_facts__neutral__variant_2,extract_facts,neutral,1
3,extract_facts__threat__variant_0,extract_facts,threat,1
3,extract_facts__threat__variant_1,extract_facts,threat,1
3,extract_facts__threat__variant_2,extract_facts,threat,1
3,identify_fallacy__care__variant_0,identify_fallacy,care,1
3,identify_fallacy__care__variant_1,identify_fallacy,care,1
3,identify_fallacy__care__variant_2,identify_fallacy,care,1
3,identify_fallacy__narrative_threat_control__variant_0,identify_fallacy,narrative_threat_control,1
3,identify_fallacy__narrative_threat_control__variant_1,identify_fallacy,narrative_threat_control,1
3,identify_fallacy__narrative_threat_control__variant_2,identify_fallacy,narrative_threat_control,1
3,identify_fallacy__neutral__variant_0,identify_fallacy,neutral,1
3,identify_fallacy__neutral__variant_1,identify_fallacy,neutral,1
3,identify_fallacy__neutral__variant_2,identify_fallacy,neutral,1
3,identify_fallacy__threat__variant_0,identify_fallacy,threat,1
3,identify_fallacy__threat__variant_1,identify_fallacy,threat,1
3,identify_fallacy__threat__variant_2,identify_fallacy,threat,1
3,logical_deduction__care__variant_0,logical_deduction,care,0
3,logical_deduction__care__variant_1,logical_deduction,care,0
3,logical_deduction__care__variant_2,logical_deduction,care,0
3,logical_deduction__narrative_threat_control__variant_0,logical_deduction,narrative_threat_control,0
3,logical_deduction__narrative_threat_control__variant_1,logical_deduction,narrative_threat_control,0
3,logical_deduction__narrative_threat_control__variant_2,logical_deduction,narrative_threat_control,0
3,logical_deduction__neutral__variant_0,logical_deduction,neutral,0
3,logical_deduction__neutral__variant_1,logical_deduction,neutral,0
3,logical_deduction__neutral__variant_2,logical_deduction,neutral,0
3,logical_deduction__threat__variant_0,logical_deduction,threat,0
3,logical_deduction__threat__variant_1,logical_deduction,threat,0
3,logical_deduction__threat__variant_2,logical_deduction,threat,0
3,summarize_paragraph__care__variant_0,summarize_paragraph,care,3
3,summarize_paragraph__care__variant_1,summarize_paragraph,care,3
3,summarize_paragraph__care__variant_2,summarize_paragraph,care,3
3,summarize_paragraph__narrative_threat_control__variant_0,summarize_paragraph,narrative_threat_control,3
3,summarize_paragraph__narrative_threat_control__variant_1,summarize_paragraph,narrative_threat_control,3
3,summarize_paragraph__narrative_threat_control__variant_2,summarize_paragraph,narrative_threat_control,3
3,summarize_paragraph__neutral__variant_0,summarize_paragraph,neutral,3
3,summarize_paragraph__neutral__variant_1,summarize_paragraph,neutral,3
3,summarize_paragraph__neutral__variant_2,summarize_paragraph,neutral,3
3,summarize_paragraph__threat__variant_0,summarize_paragraph,threat,3
3,summarize_paragraph__threat__variant_1,summarize_paragraph,threat,3
3,summarize_paragraph__threat__variant_2,summarize_paragraph,threat,3
4,arithmetic_reasoning__care__variant_0,arithmetic_reasoning,care,2
4,arithmetic_reasoning__care__variant_1,arithmetic_reasoning,care,2
4,arithmetic_reasoning__care__variant_2,arithmetic_reasoning,care,2
4,arithmetic_reasoning__narrative_threat_control__variant_0,arithmetic_reasoning,narrative_threat_control,2
4,arithmetic_reasoning__narrative_threat_control__variant_1,arithmetic_reasoning,narrative_threat_control,2
4,arithmetic_reasoning__narrative_threat_control__variant_2,arithmetic_reasoning,narrative_threat_control,2
4,arithmetic_reasoning__neutral__variant_0,arithmetic_reasoning,neutral,2
4,arithmetic_reasoning__neutral__variant_1,arithmetic_reasoning,neutral,2
4,arithmetic_reasoning__neutral__variant_2,arithmetic_reasoning,neutral,2
4,arithmetic_reasoning__threat__variant_0,arithmetic_reasoning,threat,2
4,arithmetic_reasoning__threat__variant_1,arithmetic_reasoning,threat,2
4,arithmetic_reasoning__threat__variant_2,arithmetic_reasoning,threat,2
4,classify_sentiment__care__variant_0,classify_sentiment,care,1
4,classify_sentiment__care__variant_1,classify_sentiment,care,1
4,classify_sentiment__care__variant_2,classify_sentiment,care,1
4,classify_sentiment__narrative_threat_control__variant_0,classify_sentiment,narrative_threat_control,1
4,classify_sentiment__narrative_threat_control__variant_1,classify_sentiment,narrative_threat_control,1
4,classify_sentiment__narrative_threat_control__variant_2,classify_sentiment,narrative_threat_control,1
4,classify_sentiment__neutral__variant_0,classify_sentiment,neutral,1
4,classify_sentiment__neutral__variant_1,classify_sentiment,neutral,1
4,classify_sentiment__neutral__variant_2,classify_sentiment,neutral,1
4,classify_sentiment__threat__variant_0,classify_sentiment,threat,1
4,classify_sentiment__threat__variant_1,classify_sentiment,threat,1
4,classify_sentiment__threat__variant_2,classify_sentiment,threat,1
